project name, file path, num of dependency classes, num of mocked classes
mina-vysper,/vysper-websockets/src/test/java/org/apache/vysper/xmpp/extension/websockets/TomcatXmppWebSocketTest.java,11,3,
mina-vysper,/xep0045-muc/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0045_muc/AbstractDiscoTestCase.java,14,1,
mina-vysper,/xep0065-socks/src/test/java/org/apache/vysper/xmpp/extension/xep0065_socks/Socks5ModuleTest.java,25,2,
mina-vysper,/xep0065-socks/src/test/java/org/apache/vysper/xmpp/extension/xep0065_socks/Socks5AcceptorHandlerTest.java,7,2,
mina-vysper,/xep0065-socks/src/test/java/org/apache/vysper/xmpp/extension/xep0065_socks/Socks5IqHandlerTest.java,17,3,
mina-vysper,/xep0065-socks/src/test/java/org/apache/vysper/xmpp/extension/xep0065_socks/DefaultSocks5ConnectionsRegistryTest.java,4,1,
mina-vysper,/xep0065-socks/src/test/java/org/apache/vysper/xmpp/extension/xep0065_socks/Socks5PairTest.java,4,2,
mina-vysper,/xep0124-xep0206-bosh/src/test/java/org/apache/vysper/xmpp/extension/xep0124/BoshDecoderTest.java,16,2,
mina-vysper,/xep0124-xep0206-bosh/src/test/java/org/apache/vysper/xmpp/extension/xep0124/BoshHandlerTest.java,28,5,
mina-vysper,/xep0124-xep0206-bosh/src/test/java/org/apache/vysper/xmpp/extension/xep0124/BoshBackedSessionContextTest.java,21,7,
mina-vysper,/xep0313-mam/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0313_mam/ServerRuntimeContextMock.java,21,1,
mina-vysper,/xep0313-mam/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0313_mam/in_memory/InMemoryEntityFilterTest.java,12,2,
mina-vysper,/xep0313-mam/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0313_mam/in_memory/InMemoryPageLimitedArchivedMessagesTest.java,14,1,
mina-vysper,/xep0313-mam/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0313_mam/interceptor/MAMStanzaHandlerInterceptorTest.java,18,5,
mina-vysper,/xep0313-mam/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0313_mam/query/MAMIQHandlerTest.java,21,5,
mina-vysper,/xep0313-mam/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0313_mam/query/ArchiveQueryTest.java,12,5,
mina-vysper,/xep0313-mam/src/test/java/org/apache/vysper/xmpp/modules/extension/xep0313_mam/user/UserMessageStanzaBrokerTest.java,14,1,
tomee,/rest-applicationcomposer-mockito/src/test/java/org/superbiz/composed/rest/GreetingServiceTest.java,15,1,
whirr,/cli/src/test/java/org/apache/whirr/cli/MainTest.java,15,1,
whirr,/cli/src/test/java/org/apache/whirr/cli/command/DestroyInstanceCommandTest.java,17,2,
whirr,/cli/src/test/java/org/apache/whirr/cli/command/ListClusterCommandTest.java,27,3,
whirr,/cli/src/test/java/org/apache/whirr/cli/command/LaunchClusterCommandTest.java,23,3,
whirr,/cli/src/test/java/org/apache/whirr/cli/command/DestroyClusterCommandTest.java,17,2,
whirr,/cli/src/test/java/org/apache/whirr/cli/command/RunScriptCommandTest.java,29,3,
whirr,/core/src/test/java/org/apache/whirr/actions/BootstrapClusterActionTest.java,53,3,
whirr,/core/src/test/java/org/apache/whirr/compute/BootstrapTemplateTest.java,26,0,
whirr,/core/src/test/java/org/apache/whirr/util/UtilsTest.java,11,3,
whirr,/elasticsearch/src/test/java/org/apache/whirr/service/elasticsearch/ElasticSearchConfigurationBuilderTest.java,15,2,
whirr,/hadoop/src/test/java/org/apache/whirr/service/hadoop/HadoopConfigurationBuilderTest.java,29,0,
