"class name"," frequency"
"org.w3c.dom.Node","13",""
"java.lang.Object","14",""
"org.w3c.dom.Document","1",""
"java.util.Properties","1",""
"org.apache.commons.vfs2.FileContent","3",""
"java.io.OutputStream","9",""
"org.mockito.ArgumentCaptor<byte[]>","1",""
"Data","4",""
"Meta","3",""
"org.apache.http.client.methods.HttpGet","1",""
"org.apache.http.client.methods.HttpPost","4",""
"java.io.PrintWriter","1",""
"com.sun.jersey.api.client.WebResource","3",""
"com.sun.jersey.api.client.Client","1",""
"org.apache.commons.vfs2.UserAuthenticator","2",""
"org.apache.commons.vfs2.UserAuthenticationData","2",""
"org.apache.commons.vfs2.provider.VfsComponentContext","4",""
"com.amazonaws.services.s3.AmazonS3","2",""
"org.apache.commons.vfs2.FilesCache","2",""
"com.amazonaws.services.s3.model.ObjectListing","5",""
"com.amazonaws.services.s3.model.S3Object","2",""
"com.amazonaws.services.s3.model.S3ObjectInputStream","2",""
"com.amazonaws.services.s3.model.ObjectMetadata","2",""
"com.amazonaws.services.s3.model.InitiateMultipartUploadResult","1",""
"com.amazonaws.services.s3.model.UploadPartResult","1",""
"com.amazonaws.services.s3.model.PartETag","1",""
"com.datastax.driver.core.Session","8",""
"com.datastax.driver.core.ResultSet","3",""
"com.datastax.driver.core.Row","4",""
"com.datastax.driver.core.ColumnDefinitions","3",""
"com.datastax.driver.core.Cluster","2",""
"org.apache.cassandra.io.sstable.CQLSSTableWriter","1",""
"java.util.Date","1",""
"org.apache.poi.xssf.model.SharedStringsTable","2",""
"org.apache.poi.xssf.model.StylesTable","4",""
"org.apache.poi.xssf.eventusermodel.XSSFReader","1",""
"java.util.HashSet","1",""
"java.util.ArrayList","1",""
"java.io.File","2",""
"javax.naming.ldap.InitialLdapContext","1",""
"javax.mail.Address","6",""
"java.security.PrivilegedAction","1",""
"java.security.PrivilegedExceptionAction","2",""
"java.lang.RuntimeException","2",""
"java.lang.Exception","1",""
"com.mongodb.MongoClient","2",""
"com.mongodb.DBCollection","9",""
"com.mongodb.MongoClientOptions","2",""
"com.mongodb.DB","2",""
"org.mockito.ArgumentCaptor<java.util.List<com.mongodb.ServerAddress>>","1",""
"org.mockito.ArgumentCaptor<java.util.List<com.mongodb.MongoCredential>>","1",""
"com.mongodb.DBObject","3",""
"com.mongodb.BasicDBObject","3",""
"java.util.List<com.mongodb.DBObject>","1",""
"com.mongodb.Cursor","2",""
"com.mongodb.DBCursor","1",""
"org.mockito.ArgumentCaptor<com.mongodb.DBObject>","2",""
"org.mockito.ArgumentCaptor<com.mongodb.DBObject[]>","1",""
"org.mockito.ArgumentCaptor<java.lang.String>","1",""
"org.mockito.ArgumentCaptor<java.lang.Throwable>","1",""
"com.sun.jersey.api.client.WebResource.Builder","1",""
"com.sun.jersey.client.apache4.ApacheHttpClient4","1",""
"com.sforce.soap.partner.sobject.SObject","1",""
"java.io.InputStream","18",""
"java.io.BufferedOutputStream","1",""
"javax.xml.stream.XMLStreamWriter","2",""
"org.eclipse.swt.widgets.TableItem","2",""
"org.eclipse.swt.widgets.Shell","1",""
"java.lang.Process","1",""
"java.io.BufferedReader","1",""
"org.apache.hc.core5.http.HttpEntity","13",""
"org.apache.hc.core5.pool.ConnPoolControl","2",""
"org.apache.hc.client5.http.impl.auth.TestHttpAuthenticator.CacheableAuthState","1",""
"org.apache.hc.client5.http.auth.CredentialsProvider","22",""
"org.apache.hc.client5.http.auth.AuthScheme","2",""
"org.apache.hc.client5.http.impl.auth.TestSystemDefaultCredentialsProvider.AuthenticatorDelegate","1",""
"org.apache.hc.core5.http.ClassicHttpResponse","17",""
"org.apache.hc.client5.http.io.HttpClientConnectionManager","3",""
"org.apache.hc.core5.http.impl.io.HttpRequestExecutor","2",""
"org.apache.hc.client5.http.classic.ExecChainHandler","1",""
"org.apache.hc.client5.http.routing.HttpRoutePlanner","2",""
"org.apache.hc.core5.http.config.Lookup<org.apache.hc.client5.http.cookie.CookieSpecFactory>","1",""
"org.apache.hc.core5.http.config.Lookup<org.apache.hc.client5.http.auth.AuthSchemeFactory>","1",""
"org.apache.hc.client5.http.cookie.CookieStore","2",""
"org.apache.hc.client5.http.config.RequestConfig","1",""
"java.io.Closeable","2",""
"org.apache.hc.core5.http.config.Lookup","3",""
"org.apache.hc.core5.http.protocol.HttpProcessor","13",""
"org.apache.hc.client5.http.AuthenticationStrategy","3",""
"org.apache.hc.client5.http.classic.ExecChain","12",""
"org.apache.hc.client5.http.classic.ExecRuntime","15",""
"org.apache.hc.core5.http.ClassicHttpRequest","1",""
"org.apache.hc.client5.http.impl.classic.TestCloseableHttpClient.NoopCloseableHttpClient","1",""
"org.apache.hc.core5.http.io.HttpClientResponseHandler","3",""
"org.apache.hc.core5.http.ConnectionReuseStrategy","3",""
"org.apache.hc.client5.http.ConnectionKeepAliveStrategy","1",""
"org.apache.hc.client5.http.UserTokenHandler","1",""
"org.apache.hc.client5.http.HttpRequestRetryStrategy","1",""
"org.apache.hc.client5.http.io.LeaseRequest","1",""
"org.apache.hc.core5.concurrent.CancellableDependency","1",""
"org.apache.hc.client5.http.io.ConnectionEndpoint","2",""
"org.apache.hc.client5.http.cookie.CommonCookieAttributeHandler","17",""
"org.apache.hc.client5.http.io.ManagedHttpClientConnection","3",""
"java.net.Socket","8",""
"org.apache.hc.client5.http.socket.ConnectionSocketFactory","5",""
"org.apache.hc.client5.http.socket.LayeredConnectionSocketFactory","3",""
"org.apache.hc.client5.http.SchemePortResolver","6",""
"org.apache.hc.client5.http.DnsResolver","3",""
"org.apache.hc.core5.http.io.HttpConnectionFactory<org.apache.hc.client5.http.io.ManagedHttpClientConnection>","1",""
"org.apache.hc.core5.http.config.Lookup<org.apache.hc.client5.http.socket.ConnectionSocketFactory>","2",""
"java.util.concurrent.Future<org.apache.hc.core5.pool.PoolEntry<org.apache.hc.client5.http.HttpRoute","org.apache.hc.client5.http.io.ManagedHttpClientConnection>>","1",""
"org.apache.hc.core5.pool.StrictConnPool<org.apache.hc.client5.http.HttpRoute","org.apache.hc.client5.http.io.ManagedHttpClientConnection>","1",""
"java.net.ProxySelector","1",""
"org.apache.hc.client5.http.cache.Resource","1",""
"org.apache.hc.client5.http.impl.cache.HttpCache","4",""
"org.apache.hc.client5.http.schedule.SchedulingStrategy","1",""
"org.apache.hc.client5.http.impl.cache.CacheRevalidatorBase.ScheduledExecutor","1",""
"org.apache.hc.core5.concurrent.Cancellable","2",""
"org.apache.hc.core5.concurrent.FutureCallback<java.lang.Boolean>","2",""
"org.apache.hc.core5.concurrent.FutureCallback<org.apache.hc.client5.http.cache.HttpCacheEntry>","1",""
"org.apache.hc.core5.concurrent.FutureCallback<java.util.Map<java.lang.String","org.apache.hc.client5.http.cache.HttpCacheEntry>>","1",""
"org.apache.hc.client5.http.impl.cache.AbstractBinaryAsyncCacheStorage","1",""
"org.apache.hc.client5.http.cache.HttpCacheStorage","2",""
"org.apache.hc.client5.http.impl.cache.AbstractBinaryCacheStorage","1",""
"org.apache.hc.core5.http.impl.io.AbstractMessageParser","1",""
"org.apache.hc.core5.http.impl.io.AbstractMessageWriter","1",""
"org.apache.hc.client5.http.cache.HttpCacheEntry","3",""
"org.apache.hc.core5.http.HttpRequest","1",""
"org.apache.hc.core5.function.Resolver<java.net.URI","java.lang.String>","2",""
"org.apache.hc.client5.http.cache.HttpAsyncCacheStorage","1",""
"org.apache.hc.client5.http.impl.cache.CacheValidityPolicy","1",""
"org.ietf.jgss.GSSManager","1",""
"org.ietf.jgss.GSSName","1",""
"org.ietf.jgss.GSSContext","1",""
"org.apache.hc.core5.concurrent.FutureCallback","4",""
"org.apache.hc.core5.http.io.HttpClientConnection","13",""
"org.apache.hc.core5.http.io.HttpResponseInformationCallback","2",""
"javax.net.ssl.SSLSession","1",""
"org.apache.hc.core5.http.HttpResponseFactory<org.apache.hc.core5.http.ClassicHttpResponse>","1",""
"org.apache.hc.core5.http.HttpRequestMapper<org.apache.hc.core5.http.io.HttpRequestHandler>","1",""
"org.apache.hc.core5.http.io.HttpRequestHandler","1",""
"org.apache.hc.core5.http.io.HttpServerConnection","1",""
"org.apache.hc.core5.reactor.IOSession","3",""
"org.apache.hc.core5.http.io.EofSensorWatcher","1",""
"org.apache.hc.core5.reactor.ssl.SSLSessionVerifier","3",""
"org.apache.hc.core5.http.nio.CapacityChannel","5",""
"org.apache.hc.core5.http.nio.DataStreamChannel","1",""
"org.apache.hc.core5.http.HttpConnection","38",""
"org.apache.hc.core5.reactor.IOEventHandlerFactory","1",""
"java.util.concurrent.Future<org.apache.hc.core5.reactor.IOSession>","1",""
"org.apache.hc.core5.concurrent.FutureCallback<org.apache.hc.core5.reactor.IOSession>","2",""
"org.mockito.ArgumentCaptor<org.apache.hc.core5.concurrent.FutureCallback<org.apache.hc.core5.reactor.IOSession>>","1",""
"org.apache.hc.core5.reactor.AbstractIOSessionPool","1",""
"org.apache.hc.core5.testing.framework.TestingFrameworkRequestHandler","10",""
"org.apache.hc.core5.testing.framework.ClientTestingAdapter","2",""
"com.codahale.metrics.MetricRegistry","5",""
"com.amazonaws.services.cloudwatch.AmazonCloudWatchAsync","1",""
"java.util.concurrent.CompletableFuture<com.amazonaws.services.cloudwatch.model.PutMetricDataResult>","1",""
"org.mockito.ArgumentCaptor<com.amazonaws.services.cloudwatch.model.PutMetricDataRequest>","1",""
"org.apache.log4j.AppenderSkeleton","3",""
"org.mockito.ArgumentCaptor<org.apache.log4j.spi.LoggingEvent>","3",""
"java.util.function.Supplier","1",""
"org.apache.parquet.hadoop.ParquetReader","2",""
"java.io.DataOutput","1",""
"java.util.Iterator","3",""
"org.apache.hadoop.hbase.client.Connection","2",""
"org.apache.hadoop.hbase.client.HTable","2",""
"org.apache.spark.api.java.JavaPairRDD","1",""
"org.apache.spark.api.java.JavaSparkContext","1",""
"org.apache.spark.api.java.JavaRDD","3",""
"com.amazonaws.services.sqs.AmazonSQS","3",""
"com.datastax.driver.core.ResultSetFuture","1",""
"com.datastax.driver.core.Cluster.Builder","1",""
"com.datastax.driver.core.PreparedStatement","1",""
"com.datastax.driver.core.PreparedId","1",""
"java.lang.management.MemoryMXBean","1",""
"java.util.concurrent.locks.Lock","4",""
"javax.jcr.Node","1",""
"javax.jcr.Property","2",""
"javax.jcr.Value","3",""
"javax.jcr.Session","1",""
"com.datatorrent.stram.api.StreamingContainerUmbilicalProtocol","1",""
"org.apache.hadoop.yarn.api.records.ApplicationReport","1",""
"org.apache.hadoop.yarn.api.records.ApplicationId","1",""
"com.datatorrent.stram.client.StramAgent","1",""
"org.apache.hadoop.yarn.client.api.YarnClient","1",""
"com.datatorrent.api.Module","2",""
"com.datatorrent.api.StatsListener","1",""
"com.datatorrent.api.StatsListener.StatsListenerWithContext","1",""
"com.datatorrent.stram.plan.physical.PTOperator","2",""
"com.datatorrent.stram.plan.physical.PTContainer","1",""
"org.apache.maven.wagon.Wagon","1",""
"javax.servlet.http.HttpServletRequest","34",""
"java.io.InputStream","13",""
"java.nio.channels.ReadableByteChannel","1",""
"java.io.OutputStream","2",""
"java.nio.channels.WritableByteChannel","1",""
"javax.servlet.ServletContext","4",""
"javax.servlet.http.HttpServletResponse","21",""
"org.apache.jackrabbit.webdav.DavServletRequest","1",""
"org.apache.jackrabbit.webdav.DavServletResponse","1",""
"java.lang.Object","3",""
"org.osgi.framework.BundleContext","37",""
"org.osgi.framework.ServiceReference","30",""
"org.osgi.framework.Bundle","112",""
"org.osgi.service.blueprint.container.BlueprintListener","1",""
"org.osgi.framework.ServiceRegistration","12",""
"org.osgi.service.blueprint.container.BlueprintContainer","1",""
"org.osgi.service.blueprint.reflect.ServiceMetadata","1",""
"org.osgi.service.blueprint.reflect.BeanMetadata","1",""
"org.osgi.service.cm.ConfigurationAdmin","10",""
"org.osgi.service.cm.Configuration","11",""
"org.osgi.framework.BundleEvent","3",""
"org.osgi.framework.ServiceEvent","3",""
"org.osgi.service.packageadmin.PackageAdmin","11",""
"org.osgi.service.startlevel.StartLevel","5",""
"org.osgi.service.packageadmin.ExportedPackage","11",""
"org.osgi.service.packageadmin.RequiredBundle","8",""
"javax.management.MBeanServer","15",""
"org.osgi.service.permissionadmin.PermissionAdmin","1",""
"org.osgi.service.provisioning.ProvisioningService","5",""
"org.osgi.service.useradmin.UserAdmin","1",""
"org.osgi.service.useradmin.User","22",""
"org.osgi.service.useradmin.Group","11",""
"org.osgi.service.useradmin.Authorization","2",""
"org.osgi.service.useradmin.Role","2",""
"org.slf4j.Logger","28",""
"javax.management.DynamicMBean","3",""
"org.osgi.framework.wiring.BundleWiring","8",""
"org.osgi.framework.ServiceRegistration<>","1",""
"org.osgi.framework.wiring.BundleWire","2",""
"org.osgi.framework.wiring.BundleRevision","7",""
"org.osgi.framework.wiring.BundleRequirement","2",""
"org.osgi.resource.Resource","29",""
"org.osgi.service.resolver.HostedCapability","2",""
"org.apache.felix.bundlerepository.Resource","1",""
"org.apache.felix.bundlerepository.Capability","7",""
"org.osgi.resource.Requirement","5",""
"org.apache.felix.bundlerepository.Requirement","4",""
"javax.transaction.TransactionManager","3",""
"org.osgi.service.coordinator.Coordinator","2",""
"org.osgi.service.coordinator.Coordination","2",""
"javax.transaction.Transaction","2",""
"org.apache.hadoop.mapreduce.lib.input.FileSplit","3",""
"org.apache.hadoop.mapreduce.TaskAttemptContext","9",""
"javax.xml.stream.XMLStreamWriter","6",""
"org.w3c.dom.Element","1",""
"org.w3c.dom.Attr","2",""
"org.springframework.core.env.PropertiesPropertySource","1",""
"java.util.logging.Handler","1",""
"org.apache.axiom.soap.SOAPBody","4",""
"javax.jms.Queue","1",""
"javax.jms.Session","1",""
"javax.jms.MessageConsumer","1",""
"java.lang.Thread.UncaughtExceptionHandler","1",""
"java.util.concurrent.ScheduledFuture","1",""
"java.util.function.Function","1",""
"java.util.concurrent.ScheduledExecutorService","15",""
"java.lang.Runnable","12",""
"io.netty.buffer.ByteBufAllocator","6",""
"java.util.concurrent.BlockingQueue","2",""
"java.nio.channels.FileChannel","1",""
"org.apache.zookeeper.data.Stat","17",""
"org.apache.zookeeper.ZooKeeper","4",""
"io.netty.channel.ChannelHandlerContext","1",""
"io.netty.channel.Channel","5",""
"io.netty.channel.ChannelPromise","19",""
"io.netty.channel.EventLoop","1",""
"io.netty.channel.nio.NioEventLoopGroup","1",""
"io.netty.util.concurrent.DefaultThreadFactory","1",""
"java.util.concurrent.CountDownLatch","1",""
"org.apache.zookeeper.AsyncCallback.VoidCallback","1",""
"com.scurrilous.circe.impl.AbstractStatelessLongHash","1",""
"com.scurrilous.circe.impl.AbstractIncrementalLongHash","1",""
"com.scurrilous.circe.impl.AbstractStatelessIntHash","1",""
"com.scurrilous.circe.impl.AbstractIncrementalIntHash","1",""
"com.scurrilous.circe.impl.AbstractStatefulHash","1",""
"org.apache.distributedlog.metadata.LogMetadata","3",""
"org.apache.distributedlog.metadata.LogMetadataForWriter","3",""
"org.apache.distributedlog.ZooKeeperClient","4",""
"org.apache.zookeeper.Op","3",""
"org.rocksdb.AbstractImmutableNativeReference","1",""
"io.grpc.ManagedChannel","1",""
"org.apache.curator.framework.CuratorFramework","1",""
"org.apache.distributedlog.api.namespace.Namespace","2",""
"org.apache.distributedlog.api.DistributedLogManager","2",""
"org.apache.distributedlog.api.AsyncLogWriter","2",""
"org.apache.distributedlog.api.AsyncLogReader","2",""
"javax.inject.Provider","2",""
"org.jclouds.compute.strategy.GetImageStrategy","1",""
"org.jclouds.compute.domain.NodeMetadata","3",""
"org.jclouds.domain.Location","2",""
"org.jclouds.compute.extensions.SecurityGroupExtension","2",""
"org.jclouds.compute.ComputeService","3",""
"org.jclouds.compute.domain.Template","4",""
"org.jclouds.compute.options.TemplateOptions","4",""
"org.jclouds.compute.ComputeServiceContext","1",""
"org.jclouds.azurecompute.arm.AzureComputeApi","1",""
"org.jclouds.azurecompute.arm.features.ResourceGroupApi","1",""
"org.jclouds.azurecompute.arm.features.VirtualNetworkApi","1",""
"org.jclouds.azurecompute.arm.features.SubnetApi","1",""
"org.jclouds.azurecompute.arm.domain.VirtualNetwork","1",""
"org.jclouds.azurecompute.arm.domain.ResourceGroup","1",""
"org.jclouds.azurecompute.arm.domain.Subnet","1",""
"javax.servlet.http.HttpSession","7",""
"twitter4j.Status","1",""
"twitter4j.User","1",""
"io.atlasmap.api.AtlasSession","1",""
"io.atlasmap.core.DefaultAtlasSession","1",""
"org.atmosphere.websocket.WebSocket","2",""
"software.amazon.awssdk.services.kinesis.KinesisClient","2",""
"com.azure.cosmos.CosmosAsyncDatabase","6",""
"com.azure.cosmos.models.CosmosContainerResponse","2",""
"com.azure.cosmos.CosmosAsyncContainer","9",""
"com.azure.cosmos.models.CosmosDatabaseResponse","2",""
"com.azure.storage.file.datalake.DataLakeFileClient","1",""
"javax.validation.ValidationProviderResolver","1",""
"com.surftools.BeanstalkClient.Job","8",""
"com.surftools.BeanstalkClient.Client","1",""
"javax.ws.rs.client.ClientRequestContext","3",""
"com.box.sdk.BoxAPIConnection","3",""
"com.datastax.oss.driver.api.core.cql.ResultSet","3",""
"com.datastax.oss.driver.api.core.cql.Row","3",""
"org.cometd.server.BayeuxServerImpl","3",""
"org.cometd.bayeux.server.LocalSession","2",""
"org.cometd.bayeux.server.ServerSession","2",""
"org.cometd.bayeux.server.ServerMessage","1",""
"org.eclipse.jetty.util.log.Logger","1",""
"org.cometd.bayeux.server.ServerChannel","1",""
"org.cometd.bayeux.MarkedReference<org.cometd.bayeux.server.ServerChannel>","1",""
"com.couchbase.client.java.Bucket","1",""
"com.couchbase.client.java.Collection","1",""
"com.couchbase.client.java.Scope","1",""
"com.couchbase.client.java.kv.MutationResult","2",""
"org.lightcouch.Changes","1",""
"org.lightcouch.CouchDbContext","1",""
"org.lightcouch.CouchDbInfo","1",""
"org.lightcouch.ChangesResult.Row","3",""
"org.lightcouch.Response","1",""
"org.apache.cxf.endpoint.Endpoint","1",""
"org.apache.cxf.binding.Binding","1",""
"javax.ws.rs.core.Response","1",""
"org.apache.cxf.transport.ConduitInitiator","1",""
"org.apache.cxf.ws.addressing.EndpointReferenceType","1",""
"com.github.dockerjava.api.command.RemoveImageCmd","2",""
"com.github.dockerjava.api.command.EventsCmd","1",""
"com.github.dockerjava.api.DockerClient","2",""
"com.github.dockerjava.api.command.StatsCmd","1",""
"com.github.dockerjava.api.command.VersionCmd","1",""
"com.github.dockerjava.api.command.KillContainerCmd","1",""
"com.github.dockerjava.api.command.PushImageCmd","1",""
"com.github.dockerjava.api.async.ResultCallback.Adapter<com.github.dockerjava.api.model.Frame>","4",""
"com.github.dockerjava.api.command.ExecStartCmd","1",""
"com.github.dockerjava.api.command.TagImageCmd","1",""
"com.github.dockerjava.api.command.PingCmd","1",""
"com.github.dockerjava.api.command.CopyArchiveFromContainerCmd","1",""
"com.github.dockerjava.api.command.InspectContainerCmd","1",""
"com.github.dockerjava.api.command.RestartContainerCmd","1",""
"com.github.dockerjava.api.command.TopContainerCmd","1",""
"com.github.dockerjava.api.command.PullImageCmd","1",""
"com.github.dockerjava.api.command.PullImageResultCallback","1",""
"com.github.dockerjava.api.command.ListContainersCmd","1",""
"com.github.dockerjava.api.command.SearchImagesCmd","1",""
"com.github.dockerjava.api.command.WaitContainerCmd","1",""
"com.github.dockerjava.api.command.WaitContainerResultCallback","1",""
"com.github.dockerjava.api.command.CreateImageCmd","1",""
"com.github.dockerjava.api.command.BuildImageCmd","1",""
"com.github.dockerjava.api.command.BuildImageResultCallback","1",""
"java.io.File","33",""
"com.github.dockerjava.api.command.ContainerDiffCmd","1",""
"com.github.dockerjava.api.model.ExposedPort","4",""
"com.github.dockerjava.api.command.StartContainerCmd","1",""
"com.github.dockerjava.api.command.ListImagesCmd","1",""
"com.github.dockerjava.api.command.RemoveContainerCmd","1",""
"com.github.dockerjava.api.command.StopContainerCmd","1",""
"com.github.dockerjava.api.command.LogContainerCmd","1",""
"com.github.dockerjava.api.command.AttachContainerCmd","1",""
"com.github.dockerjava.api.command.UnpauseContainerCmd","1",""
"com.github.dockerjava.api.command.AuthCmd","1",""
"com.github.dockerjava.api.command.CommitCmd","1",""
"com.github.dockerjava.api.command.InfoCmd","1",""
"com.github.dockerjava.api.command.ConnectToNetworkCmd","1",""
"com.github.dockerjava.api.command.InspectImageCmd","1",""
"com.github.dockerjava.api.command.PauseContainerCmd","1",""
"com.github.dockerjava.api.command.CreateNetworkCmd","1",""
"com.github.dockerjava.api.command.RemoveNetworkCmd","1",""
"com.github.dockerjava.api.command.ExecCreateCmd","1",""
"com.github.dockerjava.api.command.CreateContainerCmd","1",""
"com.github.dockerjava.api.model.HostConfig","1",""
"org.apache.commons.net.ftp.FTPClientConfig","1",""
"info.ganglia.gmetric4j.Publisher","1",""
"com.google.cloud.bigquery.BigQuery","2",""
"com.google.api.services.bigquery.Bigquery.Tabledata","1",""
"com.google.cloud.bigquery.InsertAllResponse","1",""
"com.google.cloud.bigquery.TableResult","1",""
"org.apache.gora.store.DataStore<java.lang.Object","org.apache.gora.persistency.Persistent>","1",""
"org.apache.gora.persistency.Persistent","1",""
"com.hazelcast.transaction.TransactionContext","2",""
"com.hazelcast.multimap.MultiMap<java.lang.Object","java.lang.Object>","3",""
"com.hazelcast.cp.IAtomicLong","2",""
"com.hazelcast.cp.CPSubsystem","2",""
"com.hazelcast.collection.IList<java.lang.String>","2",""
"com.hazelcast.cluster.Cluster","1",""
"com.hazelcast.cluster.Member","1",""
"org.mockito.ArgumentCaptor<com.hazelcast.core.EntryListener<java.lang.Object","java.lang.Object>>","1",""
"com.hazelcast.topic.ITopic<java.lang.String>","4",""
