project name, file path, num of dependency classes, num of mocked classes
curator,/curator-recipes/src/test/java/org/apache/curator/framework/recipes/queue/TestDistributedQueue.java,34,1,
curator,/curator-recipes/src/test/java/org/apache/curator/framework/recipes/queue/TestDistributedDelayQueue.java,20,1,
curator,/curator-recipes/src/test/java/org/apache/curator/framework/recipes/queue/TestDistributedIdQueue.java,15,1,
curator,/curator-recipes/src/test/java/org/apache/curator/framework/recipes/queue/TestDistributedPriorityQueue.java,21,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/attachment/AttachmentUtilTest.java,12,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/bus/CXFBusImplTest.java,19,4,
cxf,/cxf-core/src/test/java/org/apache/cxf/bus/managers/EndpointResolverRegistryImplTest.java,13,2,
cxf,/cxf-core/src/test/java/org/apache/cxf/bus/managers/ServiceContractResolverRegistryImplTest.java,15,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/bus/osgi/OSGiBusListenerTest.java,18,10,
cxf,/cxf-core/src/test/java/org/apache/cxf/bus/spring/SpringBusFactoryTest.java,35,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/bus/spring/BusApplicationListenerTest.java,7,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/buslifecycle/CXFBusLifeCycleManagerTest.java,4,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/common/annotation/AnnotationProcessorTest.java,13,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/common/injection/ResourceInjectorTest.java,21,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/common/logging/LogUtilsTest.java,10,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/common/util/ClassHelperTest.java,15,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/helpers/ServiceUtilsTest.java,10,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/OutgoingChainInterceptorTest.java,22,8,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/ServiceInvokerInterceptorTest.java,16,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/LoggingOutInterceptorTest.java,24,3,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/LoggingInInterceptorTest.java,15,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/security/JAASLoginInterceptorTest.java,21,2,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/security/SecureAnnotationsInterceptorTest.java,18,3,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/security/SimpleAuthorizingInterceptorTest.java,15,3,
cxf,/cxf-core/src/test/java/org/apache/cxf/interceptor/security/OperationInfoAuthorizingInterceptorTest.java,10,4,
cxf,/cxf-core/src/test/java/org/apache/cxf/io/CachedStreamTestBase.java,22,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/phase/PhaseInterceptorChainTest.java,23,3,
cxf,/cxf-core/src/test/java/org/apache/cxf/staxutils/validation/Stax2ValidationUtilsTest.java,29,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/transport/ChainInitiationObserverTest.java,11,1,
cxf,/cxf-core/src/test/java/org/apache/cxf/transport/common/gzip/GZIPAcceptEncodingTest.java,22,1,
cxf,/cxf-integration-cdi/src/test/java/org/apache/cxf/cdi/JAXRSCdiResourceExtensionTest.java,15,5,
cxf,/cxf-integration-cdi/src/test/java/org/apache/cxf/cdi/CdiResourceProviderTest.java,22,2,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/core/resourceadapter/ManagedConnectionImplTest.java,13,1,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/AssociatedManagedConnectionFactoryImplTest.java,10,1,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/ManagedConnectionTestBase.java,12,2,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/ResourceAdapterImplTest.java,20,2,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/ConnectionFactoryImplTest.java,15,3,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/JCABusFactoryTest.java,13,1,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/ManagedConnectionFactoryImplTest.java,24,2,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/ManagedConnectionImplTest.java,19,1,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/cxf/handlers/HandlerTestBase.java,10,5,
cxf,/cxf-integration-jca/src/test/java/org/apache/cxf/jca/outbound/ManagedConnectionImplTest.java,9,1,
cxf,/cxf-rt-bindings-coloc/src/test/java/org/apache/cxf/binding/coloc/ColocMessageObserverTest.java,26,7,
cxf,/cxf-rt-bindings-coloc/src/test/java/org/apache/cxf/binding/coloc/ColocUtilTest.java,34,4,
cxf,/cxf-rt-bindings-coloc/src/test/java/org/apache/cxf/binding/coloc/ColocOutInterceptorTest.java,40,11,
cxf,/cxf-rt-bindings-corba/src/test/java/org/apache/cxf/binding/corba/CorbaBindingFactoryTest.java,27,2,
cxf,/cxf-rt-bindings-corba/src/test/java/org/apache/cxf/binding/corba/CorbaConduitTest.java,41,17,
cxf,/cxf-rt-bindings-corba/src/test/java/org/apache/cxf/binding/corba/CorbaMessageTest.java,15,1,
cxf,/cxf-rt-bindings-corba/src/test/java/org/apache/cxf/binding/corba/CorbaServerConduitTest.java,32,8,
cxf,/cxf-rt-bindings-corba/src/test/java/org/apache/cxf/binding/corba/runtime/CorbaStreamReaderTest.java,6,1,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/RPCOutInterceptorTest.java,25,1,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/SoapBindingFactoryTest.java,33,2,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/TestBase.java,27,3,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/RPCInInterceptorTest.java,18,1,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/ServiceModelUtilTest.java,26,3,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java,16,1,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapPreProtocolOutInterceptorTest.java,23,0,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/jms/interceptor/SoapFaultFactoryTest.java,12,2,
cxf,/cxf-rt-databinding-aegis/src/test/java/org/apache/cxf/aegis/type/mtom/DataSourceTypeTest.java,10,2,
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/DocLiteralInInterceptorTest.java,40,2,
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/BareOutInterceptorTest.java,22,1,
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/BareInInterceptorTest.java,41,2,
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/JAXBDataBindingTest.java,57,3,
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/TestBase.java,35,2,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerServerMetricsContextTest.java,34,9,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerClientMetricsContextTest.java,34,9,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerMetricsProviderTest.java,17,6,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/DefaultTimedAnnotationProviderTest.java,18,5,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/StandardTagsTest.java,12,3,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/StandardTagsProviderTest.java,12,4,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/DefaultExceptionClassProviderTest.java,12,2,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsOperationTagsCustomizerTest.java,12,3,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsTagsTest.java,12,3,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeTagsCustomizerTest.java,11,3,
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeProviderTest.java,13,2,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/SelectMethodCandidatesTest.java,43,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/MessageContextImplTest.java,33,5,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/AsyncResponseImplTest.java,17,3,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/ResponseImplTest.java,63,2,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/UriInfoImplTest.java,28,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/RequestPreprocessorTest.java,18,3,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/lifecycle/PerRequestResourceProviderTest.java,14,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/model/OperationResourceInfoTest.java,13,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/AbstractConfigurableProviderTest.java,4,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/ProviderFactoryTest.java,70,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/XSLTJaxbProviderTest.java,29,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/JAXBElementProviderTest.java,80,1,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/springmvc/SpringViewResolverProviderTest.java,43,7,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/JAXRSUtilsTest.java,95,5,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/FormUtilsTest.java,11,2,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/HttpUtilsTest.java,17,2,
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/InjectionUtilsTest.java,36,1,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/JAXWSMethodInvokerTest.java,40,5,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/AbstractProtocolHandlerInterceptorTest.java,17,4,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/HandlerChainBuilderTest.java,23,2,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/LogicalHandlerInterceptorTest.java,27,6,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/soap/SOAPHandlerInterceptorTest.java,58,3,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/support/JaxWsServiceConfigurationTest.java,26,3,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/transport/http_jaxws_spi/JAXWSHttpSpiDestinationTest.java,22,5,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/transport/http_jaxws_spi/JAXWSHttpSpiTransportFactoryTest.java,12,2,
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/transport/http_jaxws_spi/HttpHandlerImplTest.java,9,2,
cxf,/cxf-rt-frontend-js/src/test/java/org/apache/cxf/js/rhino/ProviderFactoryTest.java,8,1,
cxf,/cxf-rt-frontend-js/src/test/java/org/apache/cxf/js/rhino/AbstractDOMProviderTest.java,5,1,
cxf,/cxf-rt-frontend-js/src/test/java/org/apache/cxf/js/rhino/ServerAppTest.java,10,1,
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/counters/CounterRepositoryTest.java,12,2,
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/AbstractMessageResponseTestBase.java,15,9,
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/ResponseTimeMessageInvokerInterceptorTest.java,4,1,
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/ResponseTimeMessageOutInterceptorTest.java,6,2,
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/ResponseTimeMessageInInterceptorTest.java,8,1,
cxf,/cxf-rt-rs-extension-providers/src/test/java/org/apache/cxf/jaxrs/provider/dom4j/DOM4JProviderTest.java,25,1,
cxf,/cxf-rt-rs-mp-client/src/test/java/org/apache/cxf/microprofile/client/AsyncTest.java,23,0,
cxf,/cxf-rt-rs-mp-client/src/test/java/org/apache/cxf/microprofile/client/cdi/RestClientCdiTest.java,27,3,
cxf,/cxf-rt-rs-security-http-signature/src/test/java/org/apache/cxf/rs/security/httpsignature/SpecExamplesTest.java,38,3,
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/client/OAuthClientUtilsTest.java,23,1,
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/grants/jwt/AbstractJwtHandlerTest.java,16,2,
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/tokens/hawk/HawkAccessTokenValidatorTest.java,13,4,
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/tokens/hawk/NonceVerifierImplTest.java,6,1,
cxf,/cxf-rt-rs-service-description/src/test/java/org/apache/cxf/jaxrs/model/wadl/WadlGeneratorTest.java,46,2,
cxf,/cxf-rt-rs-service-description/src/test/java/org/apache/cxf/jaxrs/model/wadl/WadlGeneratorJsonTest.java,32,2,
cxf,/cxf-rt-rs-sse/src/test/java/org/apache/cxf/jaxrs/sse/SseEventSinkContextProviderTest.java,23,6,
cxf,/cxf-rt-rs-sse/src/test/java/org/apache/cxf/jaxrs/sse/SseBroadcasterImplTest.java,18,4,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/DestinationRegistryImplTest.java,13,2,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/HTTPConduitURLEasyMockTest.java,40,5,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/HeadersTest.java,21,1,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/policy/PolicyUtilsTest.java,21,2,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/https/HttpsURLConnectionFactoryTest.java,8,1,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/servlet/BaseUrlHelperTest.java,4,1,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/servlet/HttpServletRequestXForwardedFilterTest.java,19,3,
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/servlet/ServletControllerTest.java,15,6,
cxf,/cxf-rt-transports-http-jetty/src/test/java/org/apache/cxf/transport/http_jetty/JettyHTTPServerEngineTest.java,39,2,
cxf,/cxf-rt-transports-http-jetty/src/test/java/org/apache/cxf/transport/http_jetty/JettyHTTPDestinationTest.java,62,9,
cxf,/cxf-rt-transports-http-netty-server/src/test/java/org/apache/cxf/transport/http/netty/server/NettyHttpDestinationTest.java,61,8,
cxf,/cxf-rt-transports-http-netty-server/src/test/java/org/apache/cxf/transport/http/netty/server/NettyHttpServerEngineTest.java,19,2,
cxf,/cxf-rt-transports-http-undertow/src/test/java/org/apache/cxf/transport/http_undertow/UndertowHTTPServerEngineTest.java,25,2,
cxf,/cxf-rt-transports-http-undertow/src/test/java/org/apache/cxf/transport/http_undertow/UndertowHTTPDestinationTest.java,62,8,
cxf,/cxf-rt-transports-jms/src/test/java/org/apache/cxf/transport/jms/continuations/JMSContinuationTest.java,17,3,
cxf,/cxf-rt-transports-jms/src/test/java/org/apache/cxf/transport/jms/continuations/JMSContinuationProviderTest.java,13,1,
cxf,/cxf-rt-transports-websocket/src/test/java/org/apache/cxf/transport/websocket/jetty/JettyWebSocketDestinationTest.java,16,1,
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/impl/ContextUtilsTest.java,27,3,
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/impl/MAPAggregatorTest.java,64,13,
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/soap/DecoupledFaultHandlerTest.java,18,1,
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/soap/MAPCodecTest.java,46,3,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/NormalizeTest.java,14,1,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyDataEngineImplTest.java,12,1,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/AssertionInfoMapTest.java,21,1,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyVerificationOutInterceptorTest.java,6,4,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyRegistryImplTest.java,6,1,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyInterceptorProviderRegistryImplTest.java,13,2,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyEngineTest.java,40,17,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/AssertionBuilderRegistryImplTest.java,14,3,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyVerificationInInterceptorTest.java,12,11,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/EndpointPolicyImplTest.java,30,12,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyVerificationInFaultInterceptorTest.java,13,13,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/EffectivePolicyImplTest.java,26,17,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyInterceptorsTest.java,26,21,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/URIDomainExpressionTest.java,17,10,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/EndpointReferenceDomainExpressionTest.java,15,7,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/ExternalAttachmentProviderTest.java,29,12,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/PolicyAttachmentTest.java,17,7,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/DomainExpressionBuilderRegistryTest.java,12,3,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/reference/ReferenceResolverTest.java,18,6,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/wsdl11/Wsdl11AttachmentPolicyProviderTest.java,41,3,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/builder/jaxb/JaxbAssertionTest.java,19,1,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/selector/MinimalMaximalAlternativeSelectorTest.java,19,2,
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/selector/FirstAlternativeSelectorTest.java,19,2,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMInInterceptorTest.java,34,21,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/DestinationSequenceTest.java,31,14,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/ManagedRMManagerTest.java,40,3,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/SourceSequenceTest.java,19,7,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/ServantTest.java,33,4,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMContextUtilsTest.java,13,4,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMManagerTest.java,55,1,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/AbstractEndpointTest.java,8,5,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMEndpointTest.java,37,20,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMOutInterceptorTest.java,19,10,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/DestinationTest.java,17,12,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMUtilsTest.java,12,4,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/ProxyTest.java,40,25,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/AbstractRMInterceptorTest.java,22,12,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/persistence/jdbc/RMTxStoreTest.java,13,1,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/persistence/jdbc/RMTxStoreTestBase.java,31,3,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/persistence/jdbc/RMTxStoreTwoSchemasTest.java,12,1,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/policy/PolicyUtilsTest.java,22,2,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/soap/SoapFaultFactoryTest.java,23,3,
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/soap/RetransmissionQueueImplTest.java,30,3,
cxf,/cxf-rt-ws-security/src/test/java/org/apache/cxf/ws/security/wss4j/SecurityVerificationOutTest.java,13,1,
cxf,/cxf-rt-ws-security/src/test/java/org/apache/cxf/ws/security/wss4j/AttachmentCallbackHandlerTest.java,15,1,
cxf,/cxf-rt-ws-transfer/src/test/java/org/apache/cxf/ws/transfer/integration/ResourceFactoryTest.java,14,1,
cxf,/cxf-rt-ws-transfer/src/test/java/org/apache/cxf/ws/transfer/integration/ResourceTest.java,22,1,
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl/interceptors/DocLiteralInInterceptorTest.java,35,6,
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl/service/factory/ReflectionServiceFactorBeanTest.java,12,2,
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl11/ServiceWSDLBuilderTest.java,47,4,
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl11/WSDLServiceBuilderTest.java,53,4,
cxf,/cxf-services-xkms-x509-handlers/src/test/java/org/apache/cxf/xkms/x509/handlers/X509LocatorTest.java,16,1,
cxf,/cxf-spring-boot-autoconfigure/src/test/java/org/apache/cxf/spring/boot/autoconfigure/CxfAutoConfigurationTest.java,0,1,
cxf,/cxf-spring-boot-autoconfigure/src/test/java/org/apache/cxf/spring/boot/autoconfigure/micrometer/provider/SpringBasedTimedAnnotationProviderTest.java,17,4,
cxf,/cxf-systests-cdi-owb-producers/src/test/java/org/apache/cxf/systest/jaxrs/cdi/unwrapper/ClassUnwrapperTest.java,19,1,
cxf,/cxf-systests-jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/metrics/JAXRSServerMetricsTest.java,33,1,
cxf,/cxf-systests-jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/metrics/JAXRSClientMetricsTest.java,33,1,
cxf,/cxf-systests-jaxws/src/test/java/org/apache/cxf/systest/jaxws/metrics/JAXWSClientMetricsTest.java,23,1,
cxf,/cxf-systests-microprofile-async/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncThreadingTest.java,42,0,
cxf,/cxf-systests-microprofile-async/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncMethodTest.java,33,0,
cxf,/cxf-systests-microprofile-nocdi/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncMethodTest.java,37,0,
cxf,/cxf-systests-microprofile-nocdi/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncThreadingTest.java,42,0,
deltaspike,/deltaspike-cdictrl-owb/src/main/java/org/apache/deltaspike/cdise/owb/OwbHelper.java,0,1,
deltaspike,/deltaspike-cdictrl-owb/src/main/java/org/apache/deltaspike/cdise/owb/MockServletContext.java,0,1,
