project name, file path, num of dependency classes, num of mocked classes
karaf,/org.apache.karaf.features.core/src/test/java/org/apache/karaf/features/internal/service/FeaturesServiceImplTest.java,41,1,
karaf,/org.apache.karaf.features.extension/src/test/java/org/apache/karaf/features/extension/StoredWiringResolverTest.java,41,2,
karaf,/org.apache.karaf.features.extension/src/test/java/org/apache/karaf/features/extension/BundleWiresTest.java,21,3,
karaf,/org.apache.karaf.instance.core/src/test/java/org/apache/karaf/instance/command/CreateCommandTest.java,27,2,
karaf,/org.apache.karaf.instance.core/src/test/java/org/apache/karaf/instance/core/management/internal/InstanceToTableMapperTest.java,8,2,
karaf,/org.apache.karaf.instance.core/src/test/java/org/apache/karaf/instance/core/management/internal/InstanceServiceMBeanImplTest.java,9,5,
karaf,/org.apache.karaf.jaas.command/src/test/java/org/apache/karaf/jaas/command/ManageRealmCommandTest.java,12,0,
karaf,/org.apache.karaf.jaas.modules/src/test/java/org/apache/karaf/jaas/modules/jdbc/JdbcLoginModuleTest.java,20,0,
karaf,/org.apache.karaf.log.core/src/test/java/org/apache/karaf/log/core/internal/SetLogLevelTest.java,22,4,
karaf,/org.apache.karaf.main/src/test/java/org/apache/karaf/main/lock/BaseJDBCLockTest.java,7,4,
karaf,/org.apache.karaf.main/src/test/java/org/apache/karaf/main/lock/OracleJDBCLockTest.java,15,3,
karaf,/org.apache.karaf.main/src/test/java/org/apache/karaf/main/lock/PostgreSQLJDBCLockTest.java,11,9,
karaf,/org.apache.karaf.management.server/src/test/java/org/apache/karaf/management/KarafMBeanServerGuardTest.java,10,6,
karaf,/org.apache.karaf.management.server/src/test/java/org/apache/karaf/management/internal/JMXSecurityMBeanImplTestCase.java,18,3,
karaf,/org.apache.karaf.service.core/src/test/java/org/apache/karaf/service/command/TestBundleFactory.java,11,6,
karaf,/org.apache.karaf.service.guard/src/test/java/org/apache/karaf/service/guard/impl/GuardProxyCatalogTest.java,10,1,
karaf,/org.apache.karaf.service.guard/src/test/java/org/apache/karaf/service/guard/impl/GuardingEventHookTest.java,43,2,
karaf,/org.apache.karaf.service.guard/src/test/java/org/apache/karaf/service/guard/impl/ActivatorTest.java,23,1,
karaf,/org.apache.karaf.service.guard/src/test/java/org/apache/karaf/service/guard/impl/GuardingFindHookTest.java,11,1,
karaf,/org.apache.karaf.shell.core/src/test/java/org/apache/karaf/shell/impl/console/commands/help/wikidoc/WikiParserTest.java,19,3,
karaf,/org.apache.karaf.shell.core/src/test/java/org/apache/karaf/shell/impl/console/session/SessionFactoryImplTest.java,4,2,
karaf,/org.apache.karaf.shell.ssh/src/test/java/org/apache/karaf/shell/ssh/ServerKeyVerifierImplTest.java,7,1,
karaf,/org.apache.karaf.system.core/src/test/java/org/apache/karaf/system/internal/SystemServiceImplTest.java,12,0,
karaf,/org.apache.karaf.webconsole.instance/src/test/java/org/apache/karaf/webconsole/instance/InstancePluginTest.java,9,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/HttpAppenderTest.java,15,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/ConsoleAppenderTest.java,37,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/AbstractDatabaseManagerTest.java,22,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/AbstractDatabaseAppenderTest.java,15,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderDataSourceTest.java,18,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcAppenderMapMessageDataSourceTest.java,22,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/FactoryMethodConnectionSourceTest.java,25,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/DataSourceConnectionSourceTest.java,10,0,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/mom/JmsAppenderTest.java,16,1,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/appender/nosql/NoSqlDatabaseManagerTest.java,35,1,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/lookup/DateLookupTest.java,33,2,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/lookup/Log4jLookupTest.java,11,1,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/lookup/StructuredDataLookupTest.java,16,1,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/lookup/Log4jLookupWithSpacesTest.java,10,2,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/core/util/WatchHttpTest.java,16,2,
log4j,/log4j-core/src/test/java/org/apache/logging/log4j/junit/JndiRule.java,33,8,
log4j,/log4j-iostreams/src/test/java/org/apache/logging/log4j/io/AbstractLoggerOutputStreamTest.java,7,5,
log4j,/log4j-iostreams/src/test/java/org/apache/logging/log4j/io/AbstractLoggerWriterTest.java,8,1,
log4j,/log4j-jakarta-web/src/test/java/org/apache/logging/log4j/web/Log4jServletContainerInitializerTest.java,9,3,
log4j,/log4j-jakarta-web/src/test/java/org/apache/logging/log4j/web/Log4jServletContextListenerTest.java,25,2,
log4j,/log4j-jakarta-web/src/test/java/org/apache/logging/log4j/web/Log4jServletFilterTest.java,13,3,
log4j,/log4j-jakarta-web/src/test/java/org/apache/logging/log4j/web/Log4jShutdownOnContextDestroyedListenerTest.java,16,0,
log4j,/log4j-jakarta-web/src/test/java/org/apache/logging/log4j/web/Log4jWebInitializerImplTest.java,10,0,
log4j,/log4j-spring-boot/src/test/java/org/apache/logging/log4j/spring/boot/SpringLookupTest.java,25,1,
log4j,/log4j-spring-boot/src/test/java/org/apache/logging/log4j/spring/boot/SpringProfileTest.java,9,1,
log4j,/log4j-taglib/src/test/java/org/apache/logging/log4j/taglib/EnterTagTest.java,11,5,
log4j,/log4j-taglib/src/test/java/org/apache/logging/log4j/taglib/DumpTagTest.java,10,3,
log4j,/log4j-taglib/src/test/java/org/apache/logging/log4j/taglib/IfEnabledTagTest.java,13,6,
log4j,/log4j-taglib/src/test/java/org/apache/logging/log4j/taglib/SetLoggerTagTest.java,10,3,
log4j,/log4j-taglib/src/test/java/org/apache/logging/log4j/taglib/ExitTagTest.java,12,3,
log4j,/log4j-taglib/src/test/java/org/apache/logging/log4j/taglib/CatchingTagTest.java,10,1,
log4j,/log4j-taglib/src/test/java/org/apache/logging/log4j/taglib/LoggingMessageTagSupportTest.java,11,1,
log4j,/log4j-web/src/test/java/org/apache/logging/log4j/web/ServletAppenderTest.java,15,1,
log4j,/log4j-web/src/test/java/org/apache/logging/log4j/web/Log4jServletContextListenerTest.java,10,1,
log4j,/log4j-web/src/test/java/org/apache/logging/log4j/web/Log4jServletFilterTest.java,13,1,
log4j,/log4j-web/src/test/java/org/apache/logging/log4j/web/Log4jServletContainerInitializerTest.java,16,1,
log4j,/log4j-web/src/test/java/org/apache/logging/log4j/web/Log4jShutdownOnContextDestroyedListenerTest.java,22,1,
log4j,/log4j-web/src/test/java/org/apache/logging/log4j/web/Log4jWebInitializerImplTest.java,10,1,
log4j,/log4j-web/src/test/java/org/apache/logging/log4j/web/WebLookupTest.java,25,2,
jspwiki,/jspwiki-api/src/test/java/org/apache/wiki/api/spi/WikiTest.java,11,1,
jspwiki,/jspwiki-kendra-searchprovider/src/test/java/org/apache/wiki/search/kendra/KendraSearchProviderTest.java,9,3,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/TestEngine.java,25,6,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/WikiServletTest.java,41,5,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/WikiSessionTest.java,5,3,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/auth/login/WebContainerLoginModuleTest.java,32,3,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/auth/login/CookieAssertionLoginModuleTest.java,18,1,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/plugin/ReferringPagesPluginTest.java,20,1,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/search/SearchManagerTest.java,10,1,
jspwiki,/jspwiki-main/src/test/java/org/apache/wiki/ui/CommandResolverTest.java,16,2,
jspwiki,/jspwiki-util/src/test/java/org/apache/wiki/util/HttpUtilTest.java,13,1,
knox,/gateway-adapter/src/test/java/org/apache/hadoop/gateway/shirorealm/KnoxPamRealmTest.java,4,0,
knox,/gateway-discovery-ambari/src/test/java/org/apache/knox/gateway/topology/discovery/ambari/AmbariClusterTest.java,9,1,
knox,/gateway-discovery-ambari/src/test/java/org/apache/knox/gateway/topology/discovery/ambari/WebHdfsUrlCreatorTest.java,8,1,
knox,/gateway-discovery-ambari/src/test/java/org/apache/knox/gateway/topology/discovery/ambari/AmbariServiceDiscoveryTest.java,9,3,
knox,/gateway-discovery-ambari/src/test/java/org/apache/knox/gateway/topology/discovery/ambari/AmbariDynamicServiceURLCreatorTest.java,22,3,
knox,/gateway-discovery-ambari/src/test/java/org/apache/knox/gateway/topology/discovery/ambari/SparkServiceURLCreatorTest.java,20,3,
knox,/gateway-discovery-ambari/src/test/java/org/apache/knox/gateway/topology/discovery/ambari/RMURLCreatorTestBase.java,8,2,
knox,/gateway-discovery-ambari/src/test/java/org/apache/knox/gateway/topology/discovery/ambari/AmbariConfigurationMonitorTest.java,7,2,
knox,/gateway-discovery-cm/src/test/java/org/apache/knox/gateway/topology/discovery/cm/ClouderaManagerServiceDiscoveryTest.java,19,4,
knox,/gateway-discovery-cm/src/test/java/org/apache/knox/gateway/topology/discovery/cm/ClouderaManagerServiceDiscoveryRepositoryTest.java,50,11,
knox,/gateway-discovery-cm/src/test/java/org/apache/knox/gateway/topology/discovery/cm/AbstractCMDiscoveryTest.java,19,7,
knox,/gateway-discovery-cm/src/test/java/org/apache/knox/gateway/topology/discovery/cm/collector/AbstractURLCollectorTest.java,10,6,
knox,/gateway-discovery-cm/src/test/java/org/apache/knox/gateway/topology/discovery/cm/monitor/PollingConfigurationAnalyzerTest.java,2,1,
knox,/gateway-discovery-cm/src/test/java/org/apache/knox/gateway/topology/discovery/cm/monitor/AbstractConfigurationStoreTest.java,35,7,
knox,/gateway-provider-ha/src/test/java/org/apache/knox/gateway/ha/deploy/HaProviderDeploymentContributorTest.java,11,1,
knox,/gateway-provider-ha/src/test/java/org/apache/knox/gateway/ha/dispatch/ConfigurableHADispatchTest.java,29,4,
knox,/gateway-provider-ha/src/test/java/org/apache/knox/gateway/ha/dispatch/DefaultHaDispatchTest.java,35,11,
knox,/gateway-provider-identity-assertion-common/src/test/java/org/apache/knox/gateway/identityasserter/filter/CommonIdentityAssertionFilterTest.java,40,11,
knox,/gateway-provider-identity-assertion-concat/src/test/java/org/apache/knox/gateway/identityasserter/concat/filter/ConcatIdentityAssertionFilterTest.java,25,3,
knox,/gateway-provider-identity-assertion-hadoop-groups/src/test/java/org/apache/knox/gateway/identityasserter/hadoop/groups/filter/HadoopGroupProviderFilterTest.java,10,2,
knox,/gateway-provider-identity-assertion-pseudo/src/test/java/org/apache/knox/gateway/identityasserter/filter/DefaultIdentityAssertionFilterTest.java,13,2,
knox,/gateway-provider-identity-assertion-regex/src/test/java/org/apache/knox/gateway/identityasserter/regex/filter/RegexIdentityAssertionFilterTest.java,13,2,
knox,/gateway-provider-identity-assertion-switchcase/src/test/java/org/apache/knox/gateway/identityasserter/switchcase/SwitchCaseIdentityAssertionFilterTest.java,12,2,
knox,/gateway-provider-jersey/src/test/java/org/apache/knox/gateway/jersey/JerseyDeploymentContributorTest.java,12,2,
knox,/gateway-provider-rewrite/src/test/java/org/apache/knox/gateway/filter/rewrite/api/UrlRewriteServletEnvironmentTest.java,22,1,
knox,/gateway-provider-rewrite/src/test/java/org/apache/knox/gateway/filter/rewrite/api/UrlRewriteProcessorTest.java,7,1,
knox,/gateway-provider-rewrite/src/test/java/org/apache/knox/gateway/filter/rewrite/impl/FrontendFunctionProcessorTest.java,26,3,
knox,/gateway-provider-rewrite/src/test/java/org/apache/knox/gateway/filter/rewrite/impl/UrlRewriteRequestTest.java,53,3,
knox,/gateway-provider-rewrite/src/test/java/org/apache/knox/gateway/filter/rewrite/impl/UrlRewriteContextImplTest.java,32,7,
knox,/gateway-provider-rewrite/src/test/java/org/apache/knox/gateway/filter/rewrite/impl/CookieScopeResponseWrapperTest.java,16,2,
knox,/gateway-provider-rewrite/src/test/java/org/apache/knox/gateway/filter/rewrite/impl/UrlRewriteResponseTest.java,6,1,
knox,/gateway-provider-rewrite-func-hostmap-static/src/test/java/org/apache/knox/gateway/hostmap/impl/HostmapFunctionProcessorTest.java,24,5,
knox,/gateway-provider-rewrite-func-hostmap-static/src/test/java/org/apache/knox/gateway/hostmap/impl/HostmapDeploymentContributorTest.java,26,5,
knox,/gateway-provider-rewrite-func-inbound-query-param/src/test/java/org/apache/knox/gateway/inboundurl/impl/InboundUrlFunctionProcessorTest.java,21,1,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceMappedHostFunctionProcessorTest.java,31,8,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceAddressFunctionProcessorTest.java,25,8,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceRegistryFunctionsTest.java,22,6,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceMappedAddressFunctionProcessorTest.java,41,2,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceHostFunctionProcessorTest.java,25,8,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceMappedUrlFunctionProcessorTest.java,22,6,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServicePathFunctionProcessorTest.java,25,8,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServicePortFunctionProcessorTest.java,22,6,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceSchemeFunctionProcessorTest.java,22,6,
knox,/gateway-provider-rewrite-func-service-registry/src/test/java/org/apache/knox/gateway/svcregfunc/impl/ServiceUrlFunctionProcessorTest.java,22,6,
knox,/gateway-provider-rewrite-step-encrypt-uri/src/test/java/org/apache/knox/gateway/encrypturi/impl/EncryptUriDeploymentContributorTest.java,25,8,
knox,/gateway-provider-rewrite-step-encrypt-uri/src/test/java/org/apache/knox/gateway/encrypturi/impl/EncryptDecryptUriProcessorTest.java,19,4,
knox,/gateway-provider-rewrite-step-secure-query/src/test/java/org/apache/knox/gateway/securequery/SecureQueryEncodeProcessorTest.java,23,4,
knox,/gateway-provider-rewrite-step-secure-query/src/test/java/org/apache/knox/gateway/securequery/SecureQueryDeploymentContributorTest.java,16,4,
knox,/gateway-provider-rewrite-step-secure-query/src/test/java/org/apache/knox/gateway/securequery/SecureQueryEncryptDecryptProcessorTest.java,17,4,
knox,/gateway-provider-rewrite-step-secure-query/src/test/java/org/apache/knox/gateway/securequery/SecureQueryDecodeProcessorTest.java,21,6,
knox,/gateway-provider-security-authz-acls/src/test/java/org/apache/knox/gateway/filter/AclsAuthzFilterTest.java,16,1,
knox,/gateway-provider-security-authz-composite/src/test/java/org/apache/knox/gateway/deploy/impl/CompositeAuthzProviderTest.java,19,3,
knox,/gateway-provider-security-clientcert/src/test/java/org/apache/knox/gateway/clientcert/ClientCertDeploymentContributorTest.java,11,2,
knox,/gateway-provider-security-hadoopauth/src/test/java/org/apache/knox/gateway/hadoopauth/HadoopAuthDeploymentContributorTest.java,14,1,
knox,/gateway-provider-security-hadoopauth/src/test/java/org/apache/knox/gateway/hadoopauth/filter/HadoopAuthFilterTest.java,24,1,
knox,/gateway-provider-security-jwt/src/test/java/org/apache/knox/gateway/provider/federation/AbstractJWTFilterTest.java,42,8,
knox,/gateway-provider-security-jwt/src/test/java/org/apache/knox/gateway/provider/federation/CommonJWTFilterTest.java,53,2,
knox,/gateway-provider-security-jwt/src/test/java/org/apache/knox/gateway/provider/federation/JWTAsHTTPBasicCredsFederationFilterTest.java,30,7,
knox,/gateway-provider-security-jwt/src/test/java/org/apache/knox/gateway/provider/federation/TokenIDAsHTTPBasicCredsFederationFilterTest.java,16,2,
knox,/gateway-provider-security-jwt/src/test/java/org/apache/knox/gateway/provider/federation/SSOCookieProviderTest.java,33,2,
knox,/gateway-provider-security-jwt/src/test/java/org/apache/knox/gateway/provider/federation/JWTFederationFilterTest.java,23,2,
knox,/gateway-provider-security-jwt/src/test/java/org/apache/knox/gateway/provider/federation/TestFilterConfig.java,6,2,
knox,/gateway-provider-security-pac4j/src/test/java/org/apache/knox/gateway/pac4j/MockHttpServletRequest.java,6,1,
knox,/gateway-provider-security-pac4j/src/test/java/org/apache/knox/gateway/pac4j/MockHttpServletResponse.java,8,1,
knox,/gateway-provider-security-pac4j/src/test/java/org/apache/knox/gateway/pac4j/Pac4jProviderTest.java,9,1,
knox,/gateway-provider-security-pac4j/src/test/java/org/apache/knox/gateway/pac4j/config/Pac4jClientConfigurationDecoratorTest.java,27,8,
knox,/gateway-provider-security-pac4j/src/test/java/org/apache/knox/gateway/pac4j/session/KnoxSessionStoreTest.java,9,1,
knox,/gateway-provider-security-preauth/src/test/java/org/apache/knox/gateway/provider/federation/HeaderPreAuthFederationFilterTest.java,24,2,
knox,/gateway-provider-security-preauth/src/test/java/org/apache/knox/gateway/provider/federation/DefaultValidatorTest.java,14,2,
knox,/gateway-provider-security-preauth/src/test/java/org/apache/knox/gateway/provider/federation/PreAuthServiceTest.java,7,2,
knox,/gateway-provider-security-preauth/src/test/java/org/apache/knox/gateway/provider/federation/IPValidatorTest.java,17,2,
knox,/gateway-provider-security-shiro/src/test/java/org/apache/knox/gateway/deploy/impl/ShiroDeploymentContributorTest.java,9,2,
knox,/gateway-provider-security-shiro/src/test/java/org/apache/knox/gateway/filter/RedirectToUrlFilterTest.java,22,3,
knox,/gateway-provider-security-shiro/src/test/java/org/apache/knox/gateway/shirorealm/KnoxPamRealmTest.java,6,3,
knox,/gateway-provider-security-webappsec/src/test/java/org/apache/knox/gateway/webappsec/XSSProtectionFilterTest.java,8,1,
knox,/gateway-provider-security-webappsec/src/test/java/org/apache/knox/gateway/webappsec/XFrameOptionsFilterTest.java,17,2,
knox,/gateway-provider-security-webappsec/src/test/java/org/apache/knox/gateway/webappsec/StrictTransportFilterTest.java,17,2,
knox,/gateway-provider-security-webappsec/src/test/java/org/apache/knox/gateway/webappsec/XContentTypeOptionsFilterTest.java,17,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/AuditLoggingTest.java,16,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/GatewayForwardingServletTest.java,48,7,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/GatewayPortMappingConfigTest.java,10,5,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/GatewayFilterTest.java,18,3,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/deploy/impl/ServiceDefinitionDeploymentContributorTest.java,29,8,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/filter/ForwardedRequestTest.java,27,9,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/AbstractGatewayServicesTest.java,5,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/factory/ServiceFactoryTest.java,14,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/registry/DefaultServiceDefinitionRegistryTest.java,25,6,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/security/CryptoServiceTest.java,8,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/security/impl/RemoteAliasServiceTest.java,17,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/security/impl/DefaultKeystoreServiceTest.java,16,3,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/security/impl/JettySSLServiceTest.java,60,3,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/security/impl/ZookeeperRemoteAliasMonitorTest.java,21,3,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/security/impl/ZookeeperRemoteAliasServiceTest.java,28,3,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/token/impl/JDBCTokenStateServiceTest.java,29,5,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/token/impl/AliasBasedTokenStateServiceTest.java,38,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/token/impl/ZookeeperTokenStateServiceTest.java,35,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/token/impl/DefaultTokenAuthorityServiceTest.java,38,5,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/token/impl/DefaultTokenStateServiceTest.java,21,4,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/services/topology/DefaultTopologyServiceTest.java,33,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/topology/discovery/PropertiesFileServiceDiscoveryTest.java,53,3,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/topology/monitor/ZooKeeperConfigurationMonitorTest.java,13,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/topology/monitor/DefaultRemoteConfigurationMonitorTest.java,32,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/topology/simple/SimpleDescriptorHandlerTest.java,4,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/util/JDBCUtilsTest.java,42,3,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/websockets/BadBackendTest.java,13,2,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/websockets/BadUrlTest.java,18,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/websockets/MessageFailureTest.java,48,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/websockets/WebsocketMultipleConnectionTest.java,18,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/websockets/WebsocketEchoTestBase.java,51,1,
knox,/gateway-server/src/test/java/org/apache/knox/gateway/websockets/ConnectionDroppedTest.java,40,1,
knox,/gateway-server-xforwarded-filter/src/test/java/org/apache/knox/gateway/filter/XForwardHeaderFilterTest.java,15,1,
knox,/gateway-service-admin/src/test/java/org/apache/knox/gateway/service/admin/TopologyResourceTest.java,9,2,
knox,/gateway-service-hashicorp-vault/src/test/java/org/apache/knox/gateway/backend/hashicorp/vault/TestHashicorpVaultAliasService.java,8,3,
knox,/gateway-service-hbase/src/test/java/org/apache/knox/gateway/hbase/HBaseDispatchTest.java,32,2,
knox,/gateway-service-knoxsso/src/test/java/org/apache/knox/gateway/service/knoxsso/WebSSOResourceTest.java,11,1,
knox,/gateway-service-knoxssout/src/test/java/org/apache/knox/gateway/service/knoxsso/WebSSOutResourceTest.java,55,8,
knox,/gateway-service-knoxtoken/src/test/java/org/apache/knox/gateway/service/knoxtoken/TokenServiceResourceTest.java,13,4,
knox,/gateway-service-knoxtoken/src/test/java/org/apache/knox/gateway/service/knoxtoken/JWKSResourceTest.java,73,7,
knox,/gateway-service-metadata/src/test/java/org/apache/knox/gateway/service/metadata/ServiceModelTest.java,31,8,
knox,/gateway-service-remoteconfig/src/test/java/org/apache/knox/gateway/service/config/remote/config/DefaultRemoteConfigurationRegistriesTest.java,11,3,
knox,/gateway-service-remoteconfig/src/test/java/org/apache/knox/gateway/service/config/remote/zk/RemoteConfigurationRegistryClientServiceUnsecureTest.java,11,1,
knox,/gateway-service-remoteconfig/src/test/java/org/apache/knox/gateway/service/config/remote/zk/RemoteConfigurationRegistryJAASConfigTest.java,12,1,
knox,/gateway-service-remoteconfig/src/test/java/org/apache/knox/gateway/service/config/remote/zk/RemoteConfigurationRegistryClientServiceSecureTest.java,25,2,
knox,/gateway-service-remoteconfig/src/test/java/org/apache/knox/gateway/service/config/remote/zk/RemoteConfigurationRegistryClientServiceTestBase.java,12,1,
knox,/gateway-service-rm/src/test/java/org/apache/knox/gateway/rm/dispatch/RMHaDispatchTest.java,27,1,
knox,/gateway-service-webhdfs/src/test/java/org/apache/knox/gateway/hdfs/dispatch/WebHdfsHaDispatchTest.java,32,6,
knox,/gateway-shell/src/test/java/org/apache/knox/gateway/shell/AbstractRequestTest.java,23,5,
knox,/gateway-shell/src/test/java/org/apache/knox/gateway/shell/alias/AliasTest.java,12,1,
knox,/gateway-shell/src/test/java/org/apache/knox/gateway/shell/alias/AbstractResponseTest.java,21,1,
knox,/gateway-shell/src/test/java/org/apache/knox/gateway/shell/knox/token/TokenTest.java,12,2,
knox,/gateway-shell/src/test/java/org/apache/knox/gateway/shell/knox/token/GetTest.java,18,1,
knox,/gateway-shell/src/test/java/org/apache/knox/gateway/shell/table/KnoxShellTableTest.java,10,1,
knox,/gateway-spi/src/test/java/org/apache/knox/gateway/dispatch/ConfigurableDispatchTest.java,38,4,
knox,/gateway-spi/src/test/java/org/apache/knox/gateway/dispatch/DefaultDispatchTest.java,27,2,
knox,/gateway-spi/src/test/java/org/apache/knox/gateway/dispatch/HadoopAuthCookieStoreTest.java,34,7,
knox,/gateway-spi/src/test/java/org/apache/knox/gateway/dispatch/DefaultHttpClientFactoryTest.java,15,1,
knox,/gateway-spi/src/test/java/org/apache/knox/gateway/dispatch/PassAllHeadersNoEncodingDispatchTest.java,27,6,
knox,/gateway-spi/src/test/java/org/apache/knox/gateway/dispatch/URLDecodingDispatchTest.java,7,1,
