project name, file path, num of dependency classes, num of mocked classes
skywalking,/cluster-zookeeper-plugin/src/test/java/org/apache/skywalking/oap/server/cluster/plugin/zookeeper/ZookeeperCoordinatorTest.java,20,5
skywalking,/configuration-api/src/test/java/org/apache/skywalking/oap/server/configuration/api/ConfigWatcherRegisterTest.java,14,0
skywalking,/configuration-consul/src/test/java/org/apache/skywalking/oap/server/configuration/consul/ConsulConfigurationWatcherRegisterTest.java,26,2
skywalking,/configuration-discovery-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/recevier/configuration/discovery/AgentConfigurationsWatcherTest.java,13,1
skywalking,/configuration-k8s-configmap/src/test/java/org/apache/skywalking/oap/server/configuration/configmap/ConfigmapConfigWatcherRegisterTest.java,21,1
skywalking,/configuration-nacos/src/test/java/org/apache/skywalking/oap/server/configuration/nacos/NacosConfigWatcherRegisterTest.java,12,2
skywalking,/configuration-zookeeper/src/test/java/org/apache/skywalking/oap/server/configuration/zookeeper/ut/ZookeeperConfigWatcherRegisterTestCase.java,11,2
skywalking,/envoy-metrics-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/envoy/ClusterManagerMetricsAdapterTest.java,10,0
skywalking,/envoy-metrics-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/envoy/als/k8s/K8SALSServiceMeshHTTPAnalysisTest.java,21,1
skywalking,/envoy-metrics-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/envoy/als/mx/FieldsHelperTest.java,15,0
skywalking,/exporter/src/test/java/org/apache/skywalking/oap/server/exporter/provider/grpc/GRPCExporterTest.java,15,0
skywalking,/exporter/src/test/java/org/apache/skywalking/oap/server/exporter/provider/grpc/GRPCExporterProviderTest.java,21,4
skywalking,/grpc-configuration-sync/src/test/java/org/apache/skywalking/oap/server/configuration/grpc/GRPCConfigurationTest.java,16,0
skywalking,/kafka-fetcher-plugin/src/test/java/org/apache/skywalking/oap/server/analyzer/agent/kafka/provider/handler/LogHandlerTest.java,13,3
skywalking,/library-datacarrier-queue/src/test/java/org/apache/skywalking/oap/server/library/datacarrier/EnvUtilTest.java,8,0
skywalking,/library-datacarrier-queue/src/test/java/org/apache/skywalking/oap/server/library/datacarrier/DataCarrierTest.java,12,0
skywalking,/library-datacarrier-queue/src/test/java/org/apache/skywalking/oap/server/library/datacarrier/consumer/ConsumeDriverTest.java,7,0
skywalking,/library-datacarrier-queue/src/test/java/org/apache/skywalking/oap/server/library/datacarrier/consumer/ConsumerTest.java,10,0
skywalking,/log-analyzer/src/test/java/org/apache/skywalking/oap/log/analyzer/dsl/DSLSecurityTest.java,21,5
skywalking,/log-analyzer/src/test/java/org/apache/skywalking/oap/log/analyzer/dsl/DSLTest.java,20,5
skywalking,/meter-analyzer/src/test/java/org/apache/skywalking/oap/meter/analyzer/dsl/K8sTagTest.java,23,0
skywalking,/meter-analyzer/src/test/java/org/apache/skywalking/oap/meter/analyzer/dsl/AnalyzerTest.java,34,1
skywalking,/query-graphql-plugin/src/test/java/org/apache/skywalking/oap/query/graphql/resolver/LogTestQueryTest.java,20,8
skywalking,/server-alarm-plugin/src/test/java/org/apache/skywalking/oap/server/core/alarm/provider/RunningRuleTest.java,25,0
skywalking,/server-alarm-plugin/src/test/java/org/apache/skywalking/oap/server/core/alarm/provider/AlarmModuleProviderTest.java,13,1
skywalking,/server-alarm-plugin/src/test/java/org/apache/skywalking/oap/server/core/alarm/provider/NotifyHandlerTest.java,37,8
skywalking,/server-alarm-plugin/src/test/java/org/apache/skywalking/oap/server/core/alarm/provider/AlarmCoreTest.java,11,1
skywalking,/server-alarm-plugin/src/test/java/org/apache/skywalking/oap/server/core/alarm/provider/EventHookCallbackTest.java,19,5
skywalking,/server-alarm-plugin/src/test/java/org/apache/skywalking/oap/server/core/alarm/provider/AlarmRulesWatcherTest.java,17,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/analysis/ApdexThresholdConfigTest.java,13,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/analysis/meter/MeterSystemTest.java,16,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/analysis/meter/function/avg/AvgLabeledFunctionTest.java,23,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/analysis/meter/function/latest/LatestFunctionTest.java,15,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/remote/JettyServerTest.java,11,0
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/remote/RemoteServiceHandlerTestCase.java,30,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/remote/client/RemoteClientManagerTestCase.java,26,2
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/remote/client/GRPCRemoteClientTestCase.java,26,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/remote/client/GRPCRemoteClientRealClient.java,15,1
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/storage/PersistenceTimerTest.java,26,4
skywalking,/server-core/src/test/java/org/apache/skywalking/oap/server/core/storage/model/StorageModelsTest.java,20,0
skywalking,/skywalking-browser-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/browser/provider/handler/rest/BrowserReportServletHandlerTest.java,23,3
skywalking,/skywalking-trace-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/trace/provider/handler/v8/rest/TraceSegmentReportServletHandlerTest.java,26,4
skywalking,/skywalking-trace-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/trace/provider/parser/listener/MultiScopesAnalysisListenerTest.java,40,3
skywalking,/skywalking-zabbix-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/zabbix/provider/ZabbixBaseTest.java,28,2
skywalking,/skywalking-zabbix-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/zabbix/provider/ZabbixMetricsTest.java,34,2
skywalking,/skywalking-zabbix-receiver-plugin/src/test/java/org/apache/skywalking/oap/server/receiver/zabbix/provider/protocol/ZabbixProtocolHandlerTest.java,10,1
skywalking,/tool-profile-snapshot-bootstrap/src/test/java/org/apache/skywalking/oap/server/tool/profile/exporter/test/ProfileSnapshotExporterTest.java,32,3
spark,/core/src/test/java/org/apache/spark/launcher/SparkLauncherSuite.java,15,1
spark,/core/src/test/java/org/apache/spark/shuffle/sort/UnsafeShuffleWriterSuite.java,39,0
spark,/core/src/test/java/org/apache/spark/unsafe/map/AbstractBytesToBytesMapSuite.java,35,0
spark,/core/src/test/java/org/apache/spark/util/collection/unsafe/sort/UnsafeExternalSorterSuite.java,30,0
spark,/core/src/test/java/org/apache/spark/util/collection/unsafe/sort/UnsafeInMemorySorterSuite.java,18,2
spark,/launcher/src/test/java/org/apache/spark/launcher/SparkSubmitOptionParserSuite.java,7,0
spark,/network-common/src/test/java/org/apache/spark/network/TransportRequestHandlerSuite.java,19,3
spark,/network-common/src/test/java/org/apache/spark/network/ChunkFetchRequestHandlerSuite.java,16,3
spark,/network-common/src/test/java/org/apache/spark/network/TransportResponseHandlerSuite.java,23,4
spark,/network-common/src/test/java/org/apache/spark/network/crypto/TransportCipherSuite.java,21,1
spark,/network-common/src/test/java/org/apache/spark/network/crypto/AuthIntegrationSuite.java,24,1
spark,/network-common/src/test/java/org/apache/spark/network/crypto/AuthEngineSuite.java,19,1
spark,/network-common/src/test/java/org/apache/spark/network/protocol/MessageWithHeaderSuite.java,14,0
spark,/network-common/src/test/java/org/apache/spark/network/protocol/MergedBlockMetaSuccessSuite.java,17,2
spark,/network-common/src/test/java/org/apache/spark/network/sasl/SparkSaslSuite.java,42,5
spark,/network-common/src/test/java/org/apache/spark/network/server/OneForOneStreamManagerSuite.java,10,3
spark,/network-common/src/test/java/org/apache/spark/network/util/TransportFrameDecoderSuite.java,13,1
spark,/network-shuffle/src/test/java/org/apache/spark/network/sasl/SaslIntegrationSuite.java,23,1
spark,/network-shuffle/src/test/java/org/apache/spark/network/shuffle/AppIsolationSuite.java,34,2
spark,/network-shuffle/src/test/java/org/apache/spark/network/shuffle/OneForOneBlockPusherSuite.java,21,2
spark,/network-shuffle/src/test/java/org/apache/spark/network/shuffle/ExternalBlockHandlerSuite.java,40,7
spark,/network-shuffle/src/test/java/org/apache/spark/network/shuffle/OneForOneBlockFetcherSuite.java,30,2
spark,/network-shuffle/src/test/java/org/apache/spark/network/shuffle/RetryingBlockTransferorSuite.java,18,2
storm,/storm-client/test/jvm/org/apache/storm/TestConfigValidate.java,48,2
storm,/storm-client/test/jvm/org/apache/storm/PaceMakerStateStorageFactoryTest.java,24,2
storm,/storm-client/test/jvm/org/apache/storm/cluster/StormClusterStateImplTest.java,8,1
storm,/storm-client/test/jvm/org/apache/storm/daemon/worker/LogConfigManagerTest.java,21,0
storm,/storm-client/test/jvm/org/apache/storm/daemon/worker/BackPressureTrackerTest.java,13,1
storm,/storm-client/test/jvm/org/apache/storm/daemon/worker/WorkerTest.java,5,1
storm,/storm-client/test/jvm/org/apache/storm/dependency/DependencyUploaderTest.java,38,3
storm,/storm-client/test/jvm/org/apache/storm/executor/ExecutorTransferMultiThreadingTest.java,33,4
storm,/storm-client/test/jvm/org/apache/storm/executor/error/ReportErrorTest.java,15,2
storm,/storm-client/test/jvm/org/apache/storm/grouping/LoadAwareShuffleGroupingTest.java,33,1
storm,/storm-client/test/jvm/org/apache/storm/grouping/ShuffleGroupingTest.java,13,1
storm,/storm-client/test/jvm/org/apache/storm/grouping/partialKeyGrouping/PartialKeyGroupingTest.java,15,2
storm,/storm-client/test/jvm/org/apache/storm/messaging/DeserializingConnectionCallbackTest.java,12,3
storm,/storm-client/test/jvm/org/apache/storm/security/auth/ClientAuthUtilsTest.java,19,3
storm,/storm-client/test/jvm/org/apache/storm/security/auth/ShellBasedGroupsMappingTest.java,17,1
storm,/storm-client/test/jvm/org/apache/storm/security/auth/authorizer/DRPCSimpleACLAuthorizerTest.java,19,1
storm,/storm-client/test/jvm/org/apache/storm/spout/CheckpointSpoutTest.java,15,2
storm,/storm-client/test/jvm/org/apache/storm/streams/StatefulProcessorBoltTest.java,21,4
storm,/storm-client/test/jvm/org/apache/storm/streams/ProcessorBoltTest.java,25,5
storm,/storm-client/test/jvm/org/apache/storm/streams/StreamBuilderTest.java,31,2
storm,/storm-client/test/jvm/org/apache/storm/streams/WindowedProcessorBoltTest.java,23,4
storm,/storm-client/test/jvm/org/apache/storm/topology/PersistentWindowedBoltExecutorTest.java,38,17
storm,/storm-client/test/jvm/org/apache/storm/topology/WindowedBoltExecutorTest.java,28,3
storm,/storm-client/test/jvm/org/apache/storm/topology/TopologyBuilderTest.java,14,3
storm,/storm-client/test/jvm/org/apache/storm/topology/StatefulWindowedBoltExecutorTest.java,19,6
storm,/storm-client/test/jvm/org/apache/storm/topology/StatefulBoltExecutorTest.java,20,6
storm,/storm-client/test/jvm/org/apache/storm/utils/MockTupleHelpers.java,3,1
storm,/storm-client/test/jvm/org/apache/storm/utils/DefaultShellLogHandlerTest.java,7,2
storm,/storm-client/test/jvm/org/apache/storm/windowing/persistence/WindowStateTest.java,23,6
storm,/storm-core/test/jvm/org/apache/storm/stats/TestStatsUtil.java,25,1
storm,/storm-elasticsearch/src/test/java/org/apache/storm/elasticsearch/bolt/EsPercolateBoltTest.java,15,0
storm,/storm-elasticsearch/src/test/java/org/apache/storm/elasticsearch/bolt/EsIndexBoltTest.java,8,0
storm,/storm-elasticsearch/src/test/java/org/apache/storm/elasticsearch/bolt/EsLookupBoltIntegrationTest.java,16,2
storm,/storm-elasticsearch/src/test/java/org/apache/storm/elasticsearch/bolt/EsLookupBoltTest.java,28,7
storm,/storm-elasticsearch/src/test/java/org/apache/storm/elasticsearch/common/EsTestUtil.java,36,3
storm,/storm-hbase/src/test/java/org/apache/storm/hbase/state/HBaseClientTestUtil.java,31,1
storm,/storm-hdfs/src/test/java/org/apache/storm/hdfs/bolt/TestSequenceFileBolt.java,41,2
storm,/storm-hdfs/src/test/java/org/apache/storm/hdfs/bolt/TestHdfsBolt.java,42,2
storm,/storm-hdfs/src/test/java/org/apache/storm/hdfs/trident/HdfsStateTest.java,26,1
storm,/storm-hive/src/test/java/org/apache/storm/hive/bolt/TestHiveBolt.java,43,2
storm,/storm-hive/src/test/java/org/apache/storm/hive/common/TestHiveWriter.java,30,3
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/bolt/KafkaBoltTest.java,23,3
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutTopologyDeployActivateDeactivateTest.java,4,0
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutMessagingGuaranteeTest.java,42,6
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutReactivationTest.java,32,4
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/MaxUncommittedOffsetTest.java,34,2
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutEmitTest.java,45,5
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutRebalanceTest.java,43,8
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/SpoutWithMockedConsumerSetupHelper.java,31,1
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutAbstractTest.java,28,3
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/SingleTopicKafkaUnitSetupHelper.java,16,0
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutNullTupleTest.java,8,0
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutRetryLimitTest.java,31,6
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutLogCompactionSupportTest.java,35,6
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/KafkaSpoutSingleTopicTest.java,27,0
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/internal/OffsetManagerTest.java,12,1
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/subscription/PatternTopicFilterTest.java,16,1
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/subscription/TopicAssignerTest.java,13,2
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/subscription/NamedTopicFilterTest.java,14,1
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/subscription/RoundRobinManualPartitionerTest.java,13,1
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/trident/KafkaTridentSpoutOpaqueCoordinatorTest.java,21,3
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/trident/KafkaTridentSpoutEmitterPartitioningTest.java,28,4
storm,/storm-kafka-client/src/test/java/org/apache/storm/kafka/spout/trident/KafkaTridentSpoutEmitterEmitTest.java,40,4
storm,/storm-redis/src/test/java/org/apache/storm/redis/state/RedisKeyValueStateIteratorTest.java,21,2
storm,/storm-redis/src/test/java/org/apache/storm/redis/state/RedisKeyValueStateTest.java,19,2
storm,/storm-rocketmq/src/test/java/org/apache/storm/rocketmq/bolt/RocketMqBoltTest.java,12,1
storm,/storm-rocketmq/src/test/java/org/apache/storm/rocketmq/spout/RocketMqSpoutTest.java,19,3
storm,/storm-server/src/test/java/org/apache/storm/blobstore/MockZookeeperClientBuilder.java,12,0
storm,/storm-server/src/test/java/org/apache/storm/blobstore/LocalFsBlobStoreTest.java,34,0
storm,/storm-server/src/test/java/org/apache/storm/blobstore/BlobStoreUtilsTest.java,10,3
storm,/storm-server/src/test/java/org/apache/storm/daemon/supervisor/BasicContainerTest.java,30,3
storm,/storm-server/src/test/java/org/apache/storm/daemon/supervisor/ContainerTest.java,30,2
storm,/storm-server/src/test/java/org/apache/storm/daemon/supervisor/SlotTest.java,42,9
storm,/storm-server/src/test/java/org/apache/storm/localizer/LocallyCachedBlobTest.java,14,1
storm,/storm-server/src/test/java/org/apache/storm/localizer/LocalizedResourceRetentionSetTest.java,24,2
storm,/storm-server/src/test/java/org/apache/storm/localizer/AsyncLocalizerTest.java,65,5
storm,/storm-server/src/test/java/org/apache/storm/metric/ClusterMetricsConsumerExecutorTest.java,8,2
storm,/storm-server/src/test/java/org/apache/storm/security/auth/AuthTest.java,39,1
storm,/storm-server/src/test/java/org/apache/storm/security/auth/DefaultHttpCredentialsPluginTest.java,9,1
storm,/storm-server/src/test/java/org/apache/storm/security/auth/workertoken/WorkerTokenTest.java,14,1
storm,/storm-starter/test/jvm/org/apache/storm/starter/bolt/RollingCountBoltTest.java,17,4
storm,/storm-starter/test/jvm/org/apache/storm/starter/bolt/TotalRankingsBoltTest.java,18,3
storm,/storm-starter/test/jvm/org/apache/storm/starter/bolt/IntermediateRankingsBoltTest.java,18,2
storm,/storm-starter/test/jvm/org/apache/storm/starter/tools/RankableObjectWithFieldsTest.java,11,1
storm,/storm-starter/test/jvm/org/apache/storm/starter/tools/RankingsTest.java,8,0
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/handler/LogviewerLogSearchHandlerTest.java,44,1
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/testsupport/ArgumentsVerifier.java,3,0
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/testsupport/MockDirectoryBuilder.java,4,1
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/testsupport/MockRemovableFileBuilder.java,2,0
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/testsupport/MockFileBuilder.java,4,1
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/utils/LogCleanerTest.java,39,1
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/utils/WorkerLogsTest.java,18,1
storm,/storm-webapp/src/test/java/org/apache/storm/daemon/logviewer/utils/ResourceAuthorizerTest.java,20,0
struts,/async/src/test/java/org/apache/struts2/async/DefaultAsyncManagerTest.java,7,1
struts,/cdi/src/test/java/org/apache/struts2/cdi/CdiObjectFactoryTest.java,7,0
struts,/convention/src/test/java/org/apache/struts2/convention/DefaultResultMapBuilderTest.java,17,2
struts,/convention/src/test/java/org/apache/struts2/convention/ConventionUnknownHandlerTest.java,15,9
struts,/convention/src/test/java/org/apache/struts2/convention/PackageBasedActionConfigBuilderTest.java,57,2
struts,/core/src/main/java/com/opensymphony/xwork2/TestNGXWorkTestCase.java,8,0
struts,/core/src/main/java/com/opensymphony/xwork2/mock/MockObjectTypeDeterminer.java,4,0
struts,/core/src/test/java/com/opensymphony/xwork2/ActionInvocationTest.java,7,0
struts,/core/src/test/java/com/opensymphony/xwork2/ObjectFactoryTest.java,4,0
struts,/core/src/test/java/com/opensymphony/xwork2/DefaultActionInvocationTest.java,19,0
struts,/core/src/test/java/com/opensymphony/xwork2/ChainResultTest.java,9,0
struts,/core/src/test/java/com/opensymphony/xwork2/ActionNestingTest.java,11,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/ConfigurationTest.java,17,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/ConfigurationManagerTest.java,10,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/XmlConfigurationProviderResultTypesTest.java,7,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/XmlConfigurationProviderTest.java,34,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/MockConfigurationProvider.java,14,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/XmlConfigurationProviderExceptionMappingsTest.java,13,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/ConfigurationTestBase.java,4,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/XmlHelperTest.java,6,1
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/XmlConfigurationProviderInterceptorsTest.java,17,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/InterceptorBuilderTest.java,11,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/XmlConfigurationProviderResultsTest.java,12,0
struts,/core/src/test/java/com/opensymphony/xwork2/config/providers/XmlConfigurationProviderActionsTest.java,12,0
struts,/core/src/test/java/com/opensymphony/xwork2/conversion/impl/XWorkBasicConverterTest.java,14,1
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/StaticParametersInterceptorTest.java,11,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ValidationInterceptorPrefixMethodInvocationTest.java,12,3
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ParametersInterceptorTest.java,35,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ChainingInterceptorTest.java,4,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ParameterFilterInterceptorTest.java,7,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/PreResultListenerTest.java,11,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ExceptionMappingInterceptorTest.java,8,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ModelDrivenInterceptorTest.java,5,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/DefaultWorkflowInterceptorTest.java,6,3
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ParameterRemoverInterceptorTest.java,11,1
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ConversionErrorInterceptorTest.java,8,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/PrepareInterceptorTest.java,6,1
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/PrefixMethodInvocationUtilTest.java,5,1
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ValidationErrorAwareTest.java,13,3
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/AliasInterceptorTest.java,17,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/ScopedModelDrivenInterceptorTest.java,13,0
